app_id,due_date,paid_date,due_amount,paid_amount,monthly_income,housing_type,num_of_dependent,lama_bekerja,otr,status_pernikahan,pekerjaan,tenor,dp
2475,2018-07-04,2018-07-02,Rp0.0,Rp7230000.0,Rp13100000.0,milik sendiri,0 orang,0 tahun,Rp550000000.0,Belum Nikah,Profesional,48,Rp202960000.0
2476,2018-06-04,2018-06-02,Rp0.0,Rp7460000.0,Rp13100000.0,milik sendiri,0 orang,0 tahun,Rp550000000.0,Belum Nikah,Profesional,48,Rp191920000.0
2477,2018-08-04,2018-08-04,Rp0.0,Rp7230000.0,Rp13100000.0,milik sendiri,0 orang,0 tahun,Rp550000000.0,Belum Nikah,Profesional,48,Rp202960000.0
2478,2018-09-04,2018-09-02,Rp0.0,Rp7230000.0,Rp13100000.0,milik sendiri,0 orang,0 tahun,Rp550000000.0,Belum Nikah,Profesional,48,Rp202960000.0
2479,2018-10-04,2018-10-01,Rp0.0,Rp7230000.0,Rp13100000.0,milik sendiri,0 orang,0 tahun,Rp550000000.0,Belum Nikah,Profesional,48,Rp202960000.0
2480,2018-11-04,2018-10-23,Rp0.0,Rp7230000.0,Rp13100000.0,milik sendiri,0 orang,0 tahun,Rp550000000.0,Belum Nikah,Profesional,48,Rp202960000.0
2481,2018-11-04,2018-09-10,Rp0.0,Rp12400000.0,Rp7800000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp56000000.0
2482,2018-06-04,2018-06-04,Rp0.0,Rp12160000.0,Rp7800000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp70400000.0
2483,2018-08-04,2018-08-06,Rp0.0,Rp12400000.0,Rp7800000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp56000000.0
2484,2018-07-04,2018-07-04,Rp0.0,Rp12400000.0,Rp7800000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp56000000.0
2485,2018-09-04,2018-09-04,Rp0.0,Rp12400000.0,Rp7800000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp56000000.0
2486,2018-10-04,2018-09-08,Rp0.0,Rp12400000.0,Rp7800000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp56000000.0
2487,2018-08-30,,Rp12550000.0,Rp0.0,Rp3720103.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
2488,2018-07-30,,Rp12500000.0,Rp0.0,Rp3720103.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
2489,2018-06-30,2018-09-02,Rp10550000.0,Rp2000000.0,Rp3720103.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp428000000.0
2490,2018-05-30,2018-05-29,Rp0.0,Rp8620000.0,Rp3720103.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp189680000.0
2491,2018-07-04,2018-07-04,Rp0.0,Rp5800000.0,Rp3648035.0,milik sendiri,7 orang,1 tahun,Rp350000000.0,Belum Nikah,Karyawan Swasta,36,Rp141200000.0
2492,2018-06-04,2018-05-31,Rp0.0,Rp5820000.0,Rp3648035.0,milik sendiri,7 orang,1 tahun,Rp350000000.0,Belum Nikah,Karyawan Swasta,36,Rp140480000.0
2493,2018-08-04,2018-08-01,Rp0.0,Rp5800000.0,Rp3648035.0,milik sendiri,7 orang,1 tahun,Rp350000000.0,Belum Nikah,Karyawan Swasta,36,Rp141200000.0
2494,2018-09-04,2018-08-31,Rp0.0,Rp5800000.0,Rp3648035.0,milik sendiri,7 orang,1 tahun,Rp350000000.0,Belum Nikah,Karyawan Swasta,36,Rp141200000.0
2495,2018-10-04,2018-09-28,Rp0.0,Rp8260000.0,Rp4163013.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp304400000.0
2496,2018-06-04,2018-05-31,Rp0.0,Rp8370000.0,Rp4163013.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp297800000.0
2497,2018-07-04,2018-07-03,Rp0.0,Rp8260000.0,Rp4163013.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp304400000.0
2498,2018-08-04,2018-08-02,Rp0.0,Rp8260000.0,Rp4163013.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp304400000.0
2499,2018-09-04,2018-09-03,Rp0.0,Rp8260000.0,Rp4163013.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp304400000.0
2500,2018-11-04,2018-10-31,Rp0.0,Rp8260000.0,Rp4163013.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp304400000.0
2501,2018-07-30,2018-07-30,Rp0.0,Rp8700000.0,Rp4071800.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp186800000.0
2502,2018-05-30,2018-05-29,Rp0.0,Rp8620000.0,Rp4071800.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp189680000.0
2503,2018-06-30,2018-06-28,Rp0.0,Rp8700000.0,Rp4071800.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp186800000.0
2504,2018-08-30,2018-08-28,Rp0.0,Rp8700000.0,Rp4071800.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp186800000.0
2505,2018-07-04,2018-07-04,Rp0.0,Rp11600000.0,Rp4157347.0,milik sendiri,2 orang,0 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp82400000.0
2506,2018-09-04,2018-10-09,Rp0.0,Rp12760000.0,Rp4157347.0,milik sendiri,2 orang,0 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp40640000.0
2507,2018-06-04,2018-06-03,Rp0.0,Rp11760000.0,Rp4157347.0,milik sendiri,2 orang,0 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp76640000.0
2508,2018-08-04,2018-10-03,Rp0.0,Rp12760000.0,Rp4157347.0,milik sendiri,2 orang,0 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp40640000.0
2509,2018-06-04,2018-05-30,Rp0.0,Rp11030000.0,Rp8000000.0,milik orang tua,0 orang,0 tahun,Rp100000000.0,Belum Nikah,Karyawan Swasta,12,Rp0.0
2510,2018-05-30,2018-05-25,Rp0.0,Rp10930000.0,Rp4626900.0,milik pasangan,0 orang,1 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
2511,2018-10-04,2018-09-29,Rp0.0,Rp4130000.0,Rp3149387.0,milik orang tua,3 orang,2 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
2512,2018-06-04,2018-06-04,Rp0.0,Rp4180000.0,Rp3149387.0,milik orang tua,3 orang,2 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp149840000.0
2513,2018-07-04,2018-06-29,Rp0.0,Rp4130000.0,Rp3149387.0,milik orang tua,3 orang,2 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
2514,2018-09-04,2018-09-04,Rp0.0,Rp4130000.0,Rp3149387.0,milik orang tua,3 orang,2 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
2515,2018-08-04,2018-07-31,Rp0.0,Rp4130000.0,Rp3149387.0,milik orang tua,3 orang,2 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
2516,2018-11-04,2018-11-01,Rp0.0,Rp4130000.0,Rp3149387.0,milik orang tua,3 orang,2 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
2517,2018-06-30,2018-06-28,Rp0.0,Rp6200000.0,Rp3800000.0,milik pasangan,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp428000000.0
2518,2018-10-30,2018-10-29,Rp0.0,Rp6200000.0,Rp3800000.0,milik pasangan,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp428000000.0
2519,2018-07-30,2018-07-28,Rp0.0,Rp6200000.0,Rp3800000.0,milik pasangan,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp428000000.0
2520,2018-08-30,2018-08-30,Rp0.0,Rp6200000.0,Rp3800000.0,milik pasangan,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp428000000.0
2521,2018-05-30,2018-05-28,Rp0.0,Rp6120000.0,Rp3800000.0,milik pasangan,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp432800000.0
2522,2018-09-30,2018-09-29,Rp0.0,Rp6200000.0,Rp3800000.0,milik pasangan,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp428000000.0
2523,2018-06-30,2018-06-28,Rp0.0,Rp4800000.0,Rp3300000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp142400000.0
2524,2018-05-30,2018-05-29,Rp0.0,Rp4740000.0,Rp3300000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp143120000.0
2525,2018-07-30,2018-07-27,Rp0.0,Rp4800000.0,Rp3300000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp142400000.0
2526,2018-08-30,2018-08-28,Rp0.0,Rp4800000.0,Rp3300000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp142400000.0
2527,2018-09-30,2018-09-28,Rp0.0,Rp4800000.0,Rp3300000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp142400000.0
2528,2018-05-28,2018-05-25,Rp0.0,Rp10860000.0,Rp3600000.0,milik sendiri,6 orang,2 tahun,Rp100000000.0,Belum Nikah,Profesional,12,Rp0.0
2529,2018-07-04,2018-07-04,Rp0.0,Rp11600000.0,Rp8380858.0,milik sendiri,0 orang,2 tahun,Rp400000000.0,Nikah,Profesional,36,Rp0.0
2530,2018-09-04,2018-09-03,Rp0.0,Rp11600000.0,Rp8380858.0,milik sendiri,0 orang,2 tahun,Rp400000000.0,Nikah,Profesional,36,Rp0.0
2531,2018-08-04,2018-08-04,Rp0.0,Rp11600000.0,Rp8380858.0,milik sendiri,0 orang,2 tahun,Rp400000000.0,Nikah,Profesional,36,Rp0.0
2532,2018-06-04,2018-06-03,Rp0.0,Rp11650000.0,Rp8380858.0,milik sendiri,0 orang,2 tahun,Rp400000000.0,Nikah,Profesional,36,Rp0.0
2533,2018-05-31,2018-05-28,Rp0.0,Rp10960000.0,Rp3904805.0,milik sendiri,0 orang,0 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
2534,2018-09-30,,Rp11710000.0,Rp0.0,Rp4096480.0,milik sendiri,0 orang,0 tahun,Rp600000000.0,Belum Nikah,Karyawan Swasta,48,Rp600000000.0
2535,2018-08-30,,Rp11710000.0,Rp0.0,Rp4096480.0,milik sendiri,0 orang,0 tahun,Rp600000000.0,Belum Nikah,Karyawan Swasta,48,Rp600000000.0
2536,2018-10-30,,Rp11710000.0,Rp0.0,Rp4096480.0,milik sendiri,0 orang,0 tahun,Rp600000000.0,Belum Nikah,Karyawan Swasta,48,Rp600000000.0
2537,2018-07-30,2018-08-31,Rp0.0,Rp8960000.0,Rp4096480.0,milik sendiri,0 orang,0 tahun,Rp600000000.0,Belum Nikah,Karyawan Swasta,48,Rp169920000.0
2538,2018-05-30,2018-05-25,Rp0.0,Rp7780000.0,Rp4096480.0,milik sendiri,0 orang,0 tahun,Rp600000000.0,Belum Nikah,Karyawan Swasta,48,Rp226560000.0
2539,2018-06-30,2018-07-31,Rp0.0,Rp8960000.0,Rp4096480.0,milik sendiri,0 orang,0 tahun,Rp600000000.0,Belum Nikah,Karyawan Swasta,48,Rp169920000.0
2540,2018-07-07,2018-06-29,Rp0.0,Rp11200000.0,Rp4000000.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp96800000.0
2541,2018-06-07,2018-06-05,Rp0.0,Rp11200000.0,Rp4000000.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp96800000.0
2542,2018-08-07,2018-06-29,Rp0.0,Rp11200000.0,Rp4000000.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp96800000.0
2543,2018-05-30,2018-05-29,Rp0.0,Rp10900000.0,Rp4137200.0,milik sendiri,0 orang,0 tahun,Rp100000000.0,Belum Nikah,Wiraswasta,12,Rp0.0
2544,2018-07-04,2018-07-04,Rp0.0,Rp5800000.0,Rp3684422.0,kos,2 orang,3 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp130400000.0
2545,2018-08-04,2018-08-01,Rp0.0,Rp5800000.0,Rp3684422.0,kos,2 orang,3 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp130400000.0
2546,2018-06-04,2018-06-01,Rp0.0,Rp5880000.0,Rp3684422.0,kos,2 orang,3 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp129440000.0
2547,2018-09-04,2018-08-01,Rp0.0,Rp5800000.0,Rp3684422.0,kos,2 orang,3 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp130400000.0
2548,2018-05-31,2018-06-02,Rp0.0,Rp9840000.0,Rp3800000.0,milik orang tua,1 orang,1 tahun,Rp100000000.0,Belum Nikah,Wiraswasta,12,Rp0.0
2549,2018-06-27,2018-06-26,Rp0.0,Rp10900000.0,Rp3634879.0,milik sendiri,3 orang,0 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
2550,2018-06-04,2018-05-31,Rp0.0,Rp11100000.0,Rp3800000.0,kos,0 orang,0 tahun,Rp100000000.0,Nikah,Karyawan Swasta,12,Rp0.0
2551,2018-06-04,2018-06-01,Rp0.0,Rp10660000.0,Rp4554469.0,kos,1 orang,0 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
2552,2018-06-04,2018-05-31,Rp0.0,Rp4180000.0,Rp3600000.0,milik sendiri,9 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp149840000.0
2553,2018-07-04,2018-06-30,Rp0.0,Rp4130000.0,Rp3600000.0,milik sendiri,9 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
2554,2018-08-04,2018-07-30,Rp0.0,Rp4130000.0,Rp3600000.0,milik sendiri,9 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
2555,2018-09-04,2018-08-30,Rp0.0,Rp4130000.0,Rp3600000.0,milik sendiri,9 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
2556,2018-11-04,2018-10-30,Rp0.0,Rp4130000.0,Rp3600000.0,milik sendiri,9 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
2557,2018-10-04,2018-09-26,Rp0.0,Rp4130000.0,Rp3600000.0,milik sendiri,9 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
2558,2018-08-04,2018-08-02,Rp0.0,Rp7460000.0,Rp3076000.0,milik sendiri,6 orang,0 tahun,Rp600000000.0,Nikah,Profesional,48,Rp241920000.0
2559,2018-06-04,2018-06-05,Rp0.0,Rp7510000.0,Rp3076000.0,milik sendiri,6 orang,0 tahun,Rp600000000.0,Nikah,Profesional,48,Rp239520000.0
2560,2018-07-04,2018-08-01,Rp0.0,Rp8010000.0,Rp3076000.0,milik sendiri,6 orang,0 tahun,Rp600000000.0,Nikah,Profesional,48,Rp215520000.0
2561,2018-06-04,2018-06-01,Rp0.0,Rp10900000.0,Rp3443500.0,milik sendiri,1 orang,0 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
2562,2018-06-04,2018-06-04,Rp0.0,Rp7490000.0,Rp5000000.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp110120000.0
2563,2018-07-04,2018-07-03,Rp0.0,Rp7460000.0,Rp5000000.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp110480000.0
2564,2018-08-04,2018-08-03,Rp0.0,Rp7460000.0,Rp5000000.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp110480000.0
2565,2018-10-04,,Rp12110000.0,Rp0.0,Rp4499459.0,kos,2 orang,0 tahun,Rp800000000.0,Belum Nikah,Wiraswasta,60,Rp800000000.0
2566,2018-11-04,,Rp12110000.0,Rp0.0,Rp4499459.0,kos,2 orang,0 tahun,Rp800000000.0,Belum Nikah,Wiraswasta,60,Rp800000000.0
2567,2018-07-04,2018-07-04,Rp0.0,Rp8260000.0,Rp4499459.0,kos,2 orang,0 tahun,Rp800000000.0,Belum Nikah,Wiraswasta,60,Rp304400000.0
2568,2018-06-04,2018-06-03,Rp0.0,Rp8150000.0,Rp4499459.0,kos,2 orang,0 tahun,Rp800000000.0,Belum Nikah,Wiraswasta,60,Rp311000000.0
2569,2018-08-04,2018-08-04,Rp0.0,Rp8260000.0,Rp4499459.0,kos,2 orang,0 tahun,Rp800000000.0,Belum Nikah,Wiraswasta,60,Rp304400000.0
2570,2018-09-04,2018-09-04,Rp0.0,Rp8260000.0,Rp4499459.0,kos,2 orang,0 tahun,Rp800000000.0,Belum Nikah,Wiraswasta,60,Rp304400000.0
2571,2018-07-02,2018-07-03,Rp0.0,Rp11060000.0,Rp6660000.0,kos,0 orang,2 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
2572,2018-06-04,2018-06-06,Rp0.0,Rp10600000.0,Rp4318201.0,milik sendiri,1 orang,0 tahun,Rp100000000.0,Belum Nikah,Wiraswasta,12,Rp0.0
2573,2018-08-06,,Rp13150000.0,Rp0.0,Rp4662773.0,milik sendiri,3 orang,1 tahun,Rp600000000.0,Nikah,Wiraswasta,48,Rp600000000.0
2574,2018-07-06,,Rp12800000.0,Rp0.0,Rp4662773.0,milik sendiri,3 orang,1 tahun,Rp600000000.0,Nikah,Wiraswasta,48,Rp600000000.0
2575,2018-10-06,,Rp13150000.0,Rp0.0,Rp4662773.0,milik sendiri,3 orang,1 tahun,Rp600000000.0,Nikah,Wiraswasta,48,Rp600000000.0
2576,2018-11-06,,Rp13150000.0,Rp0.0,Rp4662773.0,milik sendiri,3 orang,1 tahun,Rp600000000.0,Nikah,Wiraswasta,48,Rp600000000.0
2577,2018-06-06,,Rp13090000.0,Rp0.0,Rp4662773.0,milik sendiri,3 orang,1 tahun,Rp600000000.0,Nikah,Wiraswasta,48,Rp600000000.0
2578,2018-09-06,,Rp13150000.0,Rp0.0,Rp4662773.0,milik sendiri,3 orang,1 tahun,Rp600000000.0,Nikah,Wiraswasta,48,Rp600000000.0
2579,2018-06-06,2018-06-02,Rp0.0,Rp11000000.0,Rp6517000.0,milik sendiri,0 orang,2 tahun,Rp100000000.0,Belum Nikah,Profesional,12,Rp0.0
2580,2018-07-04,2018-06-30,Rp0.0,Rp6880000.0,Rp5267581.0,milik orang tua,0 orang,0 tahun,Rp350000000.0,Nikah,Wiraswasta,36,Rp102320000.0
2581,2018-06-04,2018-06-01,Rp0.0,Rp6950000.0,Rp5267581.0,milik orang tua,0 orang,0 tahun,Rp350000000.0,Nikah,Wiraswasta,36,Rp99800000.0
2582,2018-08-04,2018-07-31,Rp0.0,Rp6880000.0,Rp5267581.0,milik orang tua,0 orang,0 tahun,Rp350000000.0,Nikah,Wiraswasta,36,Rp102320000.0
2583,2018-09-04,2018-09-01,Rp0.0,Rp6880000.0,Rp5267581.0,milik orang tua,0 orang,0 tahun,Rp350000000.0,Nikah,Wiraswasta,36,Rp102320000.0
2584,2018-10-04,2018-09-28,Rp0.0,Rp6880000.0,Rp5267581.0,milik orang tua,0 orang,0 tahun,Rp350000000.0,Nikah,Wiraswasta,36,Rp102320000.0
2585,2018-11-04,2018-11-02,Rp0.0,Rp6880000.0,Rp5267581.0,milik orang tua,0 orang,0 tahun,Rp350000000.0,Nikah,Wiraswasta,36,Rp102320000.0
2586,2018-06-04,2018-06-01,Rp0.0,Rp7180000.0,Rp3500000.0,milik pasangan,2 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp127680000.0
2587,2018-07-04,2018-07-02,Rp0.0,Rp7260000.0,Rp3500000.0,milik pasangan,2 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp125760000.0
2588,2018-08-04,2018-08-03,Rp0.0,Rp7260000.0,Rp3500000.0,milik pasangan,2 orang,0 tahun,Rp300000000.0,Nikah,Profesional,24,Rp125760000.0
2589,2018-11-04,,Rp11080000.0,Rp0.0,Rp7021716.0,milik orang tua,0 orang,1 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
2590,2018-09-04,,Rp10930000.0,Rp0.0,Rp7021716.0,milik orang tua,0 orang,1 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
2591,2018-07-04,,Rp11080000.0,Rp0.0,Rp7021716.0,milik orang tua,0 orang,1 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
2592,2018-10-04,,Rp11080000.0,Rp0.0,Rp7021716.0,milik orang tua,0 orang,1 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
2593,2018-08-04,,Rp11080000.0,Rp0.0,Rp7021716.0,milik orang tua,0 orang,1 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
2594,2018-06-04,2018-06-05,Rp0.0,Rp6670000.0,Rp7021716.0,milik orang tua,0 orang,1 tahun,Rp500000000.0,Nikah,Profesional,36,Rp259880000.0
2595,2018-07-06,2018-07-02,Rp0.0,Rp8400000.0,Rp5300000.0,kos,1 orang,1 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp197600000.0
2596,2018-06-06,2018-06-01,Rp0.0,Rp8540000.0,Rp5300000.0,kos,1 orang,1 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp192560000.0
2597,2018-08-06,2018-08-03,Rp0.0,Rp8400000.0,Rp5300000.0,kos,1 orang,1 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp197600000.0
2598,2018-09-06,2018-09-05,Rp0.0,Rp8400000.0,Rp5300000.0,kos,1 orang,1 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp197600000.0
2599,2018-10-06,2018-10-05,Rp0.0,Rp8400000.0,Rp5300000.0,kos,1 orang,1 tahun,Rp500000000.0,Belum Nikah,Wiraswasta,36,Rp197600000.0
2600,2018-05-30,2018-05-30,Rp0.0,Rp8580000.0,Rp3993269.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp94080000.0
2601,2018-07-30,2018-07-30,Rp0.0,Rp8700000.0,Rp3993269.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp91200000.0
2602,2018-08-30,2018-08-28,Rp0.0,Rp8700000.0,Rp3993269.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp91200000.0
2603,2018-06-30,2018-06-30,Rp0.0,Rp8700000.0,Rp3993269.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp91200000.0
2604,2018-06-29,,Rp19500000.0,Rp0.0,Rp5605980.0,milik sendiri,0 orang,0 tahun,Rp100000000.0,Nikah,Profesional,12,Rp100000000.0
2605,2018-11-04,2018-10-08,Rp0.0,Rp13430000.0,Rp6677475.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp0.0
2606,2018-10-04,2018-09-06,Rp0.0,Rp13430000.0,Rp6677475.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp0.0
2607,2018-06-04,2018-05-30,Rp0.0,Rp13510000.0,Rp6677475.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp0.0
2608,2018-08-04,2018-07-28,Rp0.0,Rp13430000.0,Rp6677475.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp0.0
2609,2018-07-04,2018-06-08,Rp0.0,Rp13430000.0,Rp6677475.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp0.0
2610,2018-09-04,2018-08-29,Rp0.0,Rp13430000.0,Rp6677475.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp0.0
2611,2018-08-04,,Rp17631000.0,Rp0.0,Rp6000000.0,milik sendiri,0 orang,2 tahun,Rp350000000.0,Belum Nikah,Karyawan Swasta,36,Rp350000000.0
2612,2018-07-04,2018-07-04,Rp0.0,Rp13060000.0,Rp6000000.0,milik sendiri,0 orang,2 tahun,Rp350000000.0,Belum Nikah,Karyawan Swasta,36,Rp0.0
2613,2018-06-04,2018-05-30,Rp0.0,Rp12870000.0,Rp6000000.0,milik sendiri,0 orang,2 tahun,Rp350000000.0,Belum Nikah,Karyawan Swasta,36,Rp0.0
2614,2018-10-11,,Rp14180000.0,Rp0.0,Rp13637674.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp800000000.0
2615,2018-11-11,,Rp14180000.0,Rp0.0,Rp13637674.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp800000000.0
2616,2018-09-11,,Rp14180000.0,Rp0.0,Rp13637674.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp800000000.0
2617,2018-08-11,,Rp14180000.0,Rp0.0,Rp13637674.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp800000000.0
2618,2018-07-11,,Rp14180000.0,Rp0.0,Rp13637674.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp800000000.0
2619,2018-06-11,2018-06-12,Rp0.0,Rp10590000.0,Rp13637674.0,milik sendiri,0 orang,0 tahun,Rp800000000.0,Nikah,Profesional,60,Rp164600000.0
2620,2018-06-30,2018-06-30,Rp0.0,Rp12000000.0,Rp10853980.0,kontrak,4 orang,2 tahun,Rp800000000.0,Belum Nikah,Wiraswasta,60,Rp80000000.0
2621,2018-05-30,2018-05-28,Rp0.0,Rp11460000.0,Rp10853980.0,kontrak,4 orang,2 tahun,Rp800000000.0,Belum Nikah,Wiraswasta,60,Rp112400000.0
2622,2018-07-30,2018-07-31,Rp0.0,Rp12000000.0,Rp10853980.0,kontrak,4 orang,2 tahun,Rp800000000.0,Belum Nikah,Wiraswasta,60,Rp80000000.0
2623,2018-08-30,2018-08-31,Rp0.0,Rp12000000.0,Rp10853980.0,kontrak,4 orang,2 tahun,Rp800000000.0,Belum Nikah,Wiraswasta,60,Rp80000000.0
2624,2018-09-30,2018-09-28,Rp0.0,Rp12000000.0,Rp10853980.0,kontrak,4 orang,2 tahun,Rp800000000.0,Belum Nikah,Wiraswasta,60,Rp80000000.0
2625,2018-06-04,2018-06-01,Rp0.0,Rp9720000.0,Rp3545603.0,milik orang tua,0 orang,0 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
2626,2018-09-04,,Rp9850000.0,Rp0.0,Rp5000000.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
2627,2018-10-04,,Rp9350000.0,Rp0.0,Rp5000000.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp500000000.0
